Poll,End_Day,Sample,Week,Candidate,Percentage
Economist/YouGov,68,1241RV 2.9,9,Bloomberg,NA
Economist/YouGov,68,1241RV 2.9,9,Buttigieg,5
Economist/YouGov,68,1241RV 2.9,9,Klobuchar,1
Economist/YouGov,68,1241RV 2.9,9,Yang,3
Economist/YouGov,68,1241RV 2.9,9,Steyer,1
Economist/YouGov,68,1241RV 2.9,9,Gabbard,1
Economist/YouGov,68,1241RV 2.9,9,Bennet,0
Economist/YouGov,68,1241RV 2.9,9,Patrick,NA
FOX News,68,,9,Biden,32
FOX News,68,,9,Sanders,17
FOX News,68,,9,Warren,22
FOX News,68,,9,Bloomberg,NA
FOX News,68,,9,Buttigieg,4
FOX News,68,,9,Klobuchar,2
FOX News,68,,9,Yang,2
FOX News,68,,9,Steyer,1
FOX News,68,,9,Gabbard,1
FOX News,68,,9,Bennet,1
FOX News,68,,9,Patrick,NA
Politico/Morning Consult,72,15683 RV,10,Biden,32
Politico/Morning Consult,72,15683 RV,10,Sanders,19
Politico/Morning Consult,72,15683 RV,10,Warren,21
Politico/Morning Consult,72,15683 RV,10,Bloomberg,NA
Politico/Morning Consult,72,15683 RV,10,Buttigieg,5
Politico/Morning Consult,72,15683 RV,10,Klobuchar,1
Politico/Morning Consult,72,15683 RV,10,Yang,3
Politico/Morning Consult,72,15683 RV,10,Steyer,1
Politico/Morning Consult,72,15683 RV,10,Gabbard,1
Politico/Morning Consult,72,15683 RV,10,Bennet,1
Politico/Morning Consult,72,15683 RV,10,Patrick,NA
Quinnipiac,73,RV,10,Biden,27
Quinnipiac,73,RV,10,Sanders,11
Quinnipiac,73,RV,10,Warren,30
Quinnipiac,73,RV,10,Bloomberg,NA
Quinnipiac,73,RV,10,Buttigieg,8
Quinnipiac,73,RV,10,Klobuchar,2
Quinnipiac,73,RV,10,Yang,2
Quinnipiac,73,RV,10,Steyer,2
Quinnipiac,73,RV,10,Gabbard,0
Quinnipiac,73,RV,10,Bennet,1
Quinnipiac,73,RV,10,Patrick,NA
Economist/YouGov,75,1136 RV,10,Biden,25
Economist/YouGov,75,1136 RV,10,Sanders,13
Economist/YouGov,75,1136 RV,10,Warren,29
Economist/YouGov,75,1136 RV,10,Bloomberg,NA
Economist/YouGov,75,1136 RV,10,Buttigieg,7
Economist/YouGov,75,1136 RV,10,Klobuchar,2
Economist/YouGov,75,1136 RV,10,Yang,2
Economist/YouGov,75,1136 RV,10,Steyer,1
Economist/YouGov,75,1136 RV,10,Gabbard,3
Economist/YouGov,75,1136 RV,10,Bennet,1
Economist/YouGov,75,1136 RV,10,Patrick,NA
Politico/Morning Consult,76,2202 RV,10,Biden,31
Politico/Morning Consult,76,2202 RV,10,Sanders,18
Politico/Morning Consult,76,2202 RV,10,Warren,21
Politico/Morning Consult,76,2202 RV,10,Bloomberg,NA
Politico/Morning Consult,76,2202 RV,10,Buttigieg,6
Politico/Morning Consult,76,2202 RV,10,Klobuchar,2
Politico/Morning Consult,76,2202 RV,10,Yang,3
Politico/Morning Consult,76,2202 RV,10,Steyer,2
Politico/Morning Consult,76,2202 RV,10,Gabbard,1
Politico/Morning Consult,76,2202 RV,10,Bennet,1
Politico/Morning Consult,76,2202 RV,10,Patrick,NA
SurveyUSA,76,1071 LV,10,Biden,32
SurveyUSA,76,1071 LV,10,Sanders,17
SurveyUSA,76,1071 LV,10,Warren,22
SurveyUSA,76,1071 LV,10,Bloomberg,NA
SurveyUSA,76,1071 LV,10,Buttigieg,5
SurveyUSA,76,1071 LV,10,Klobuchar,2
SurveyUSA,76,1071 LV,10,Yang,2
SurveyUSA,76,1071 LV,10,Steyer,1
SurveyUSA,76,1071 LV,10,Gabbard,1
SurveyUSA,76,1071 LV,10,Bennet,NA
SurveyUSA,76,1071 LV,10,Patrick,NA
CNN,80,424 RV,11,Biden,34
CNN,80,424 RV,11,Sanders,16
CNN,80,424 RV,11,Warren,19
CNN,80,424 RV,11,Bloomberg,NA
CNN,80,424 RV,11,Buttigieg,6
CNN,80,424 RV,11,Klobuchar,3
CNN,80,424 RV,11,Yang,2
CNN,80,424 RV,11,Steyer,1
CNN,80,424 RV,11,Gabbard,1
CNN,80,424 RV,11,Bennet,1
CNN,80,424 RV,11,Patrick,NA
Politico/Morning Consult,80,11521 RV,11,Biden,30
Politico/Morning Consult,80,11521 RV,11,Sanders,18
Politico/Morning Consult,80,11521 RV,11,Warren,21
Politico/Morning Consult,80,11521 RV,11,Bloomberg,NA
Politico/Morning Consult,80,11521 RV,11,Buttigieg,6
Politico/Morning Consult,80,11521 RV,11,Klobuchar,2
Politico/Morning Consult,80,11521 RV,11,Yang,3
Politico/Morning Consult,80,11521 RV,11,Steyer,1
Politico/Morning Consult,80,11521 RV,11,Gabbard,1
Politico/Morning Consult,80,11521 RV,11,Bennet,1
Politico/Morning Consult,80,11521 RV,11,Patrick,NA
Emerson,81,430 RV,11,Biden,27
Emerson,81,430 RV,11,Sanders,25
Emerson,81,430 RV,11,Warren,21
Emerson,81,430 RV,11,Bloomberg,NA
Emerson,81,430 RV,11,Buttigieg,6
Emerson,81,430 RV,11,Klobuchar,1
Emerson,81,430 RV,11,Yang,4
Emerson,81,430 RV,11,Steyer,1
Emerson,81,430 RV,11,Gabbard,3
Emerson,81,430 RV,11,Bennet,0
Emerson,81,430 RV,11,Patrick,NA
Quinnipiac,81,713 RV,11,Biden,21
Quinnipiac,81,713 RV,11,Sanders,15
Quinnipiac,81,713 RV,11,Warren,28
Quinnipiac,81,713 RV,11,Bloomberg,NA
Quinnipiac,81,713 RV,11,Buttigieg,10
Quinnipiac,81,713 RV,11,Klobuchar,3
Quinnipiac,81,713 RV,11,Yang,1
Quinnipiac,81,713 RV,11,Steyer,1
Quinnipiac,81,713 RV,11,Gabbard,1
Quinnipiac,81,713 RV,11,Bennet,0
Quinnipiac,81,713 RV,11,Patrick,NA
The Hill/HarrisX,82,1001 RV,11,Biden,27
The Hill/HarrisX,82,1001 RV,11,Sanders,14
The Hill/HarrisX,82,1001 RV,11,Warren,19
The Hill/HarrisX,82,1001 RV,11,Bloomberg,NA
The Hill/HarrisX,82,1001 RV,11,Buttigieg,6
The Hill/HarrisX,82,1001 RV,11,Klobuchar,1
The Hill/HarrisX,82,1001 RV,11,Yang,2
The Hill/HarrisX,82,1001 RV,11,Steyer,1
The Hill/HarrisX,82,1001 RV,11,Gabbard,0
The Hill/HarrisX,82,1001 RV,11,Bennet,1
The Hill/HarrisX,82,1001 RV,11,Patrick,NA
Economist/YouGov,82,1204 RV,11,Biden,24
Economist/YouGov,82,1204 RV,11,Sanders,16
Economist/YouGov,82,1204 RV,11,Warren,23
Economist/YouGov,82,1204 RV,11,Bloomberg,NA
Economist/YouGov,82,1204 RV,11,Buttigieg,8
Economist/YouGov,82,1204 RV,11,Klobuchar,2
Economist/YouGov,82,1204 RV,11,Yang,3
Economist/YouGov,82,1204 RV,11,Steyer,1
Economist/YouGov,82,1204 RV,11,Gabbard,2
Economist/YouGov,82,1204 RV,11,Bennet,1
Economist/YouGov,82,1204 RV,11,Patrick,NA
USA Today/Suffolk,86,1000 RV,12,Biden,26
USA Today/Suffolk,86,1000 RV,12,Sanders,13
USA Today/Suffolk,86,1000 RV,12,Warren,17
USA Today/Suffolk,86,1000 RV,12,Bloomberg,NA
USA Today/Suffolk,86,1000 RV,12,Buttigieg,10
USA Today/Suffolk,86,1000 RV,12,Klobuchar,2
USA Today/Suffolk,86,1000 RV,12,Yang,3
USA Today/Suffolk,86,1000 RV,12,Steyer,1
USA Today/Suffolk,86,1000 RV,12,Gabbard,4
USA Today/Suffolk,86,1000 RV,12,Bennet,0
USA Today/Suffolk,86,1000 RV,12,Patrick,NA
Politico/Morning Consult,87,15431 RV,12,Biden,32
Politico/Morning Consult,87,15431 RV,12,Sanders,20
Politico/Morning Consult,87,15431 RV,12,Warren,20
Politico/Morning Consult,87,15431 RV,12,Bloomberg,NA
Politico/Morning Consult,87,15431 RV,12,Buttigieg,7
Politico/Morning Consult,87,15431 RV,12,Klobuchar,2
Politico/Morning Consult,87,15431 RV,12,Yang,3
Politico/Morning Consult,87,15431 RV,12,Steyer,1
Politico/Morning Consult,87,15431 RV,12,Gabbard,2
Politico/Morning Consult,87,15431 RV,12,Bennet,1
Politico/Morning Consult,87,15431 RV,12,Patrick,NA
Economist/YouGov,89,597 RV,12,Biden,27
Economist/YouGov,89,597 RV,12,Sanders,14
Economist/YouGov,89,597 RV,12,Warren,23
Economist/YouGov,89,597 RV,12,Bloomberg,NA
Economist/YouGov,89,597 RV,12,Buttigieg,7
Economist/YouGov,89,597 RV,12,Klobuchar,2
Economist/YouGov,89,597 RV,12,Yang,3
Economist/YouGov,89,597 RV,12,Steyer,1
Economist/YouGov,89,597 RV,12,Gabbard,2
Economist/YouGov,89,597 RV,12,Bennet,1
Economist/YouGov,89,597 RV,12,Patrick,NA
NBC News/Wall St. Jrnl,90,414 RV,12,Biden,27
NBC News/Wall St. Jrnl,90,414 RV,12,Sanders,19
NBC News/Wall St. Jrnl,90,414 RV,12,Warren,23
NBC News/Wall St. Jrnl,90,414 RV,12,Bloomberg,NA
NBC News/Wall St. Jrnl,90,414 RV,12,Buttigieg,6
NBC News/Wall St. Jrnl,90,414 RV,12,Klobuchar,5
NBC News/Wall St. Jrnl,90,414 RV,12,Yang,3
NBC News/Wall St. Jrnl,90,414 RV,12,Steyer,0
NBC News/Wall St. Jrnl,90,414 RV,12,Gabbard,2
NBC News/Wall St. Jrnl,90,414 RV,12,Bennet,1
NBC News/Wall St. Jrnl,90,414 RV,12,Patrick,NA
ABC News/Wash Post,90,452 RV,12,Biden,28
ABC News/Wash Post,90,452 RV,12,Sanders,17
ABC News/Wash Post,90,452 RV,12,Warren,23
ABC News/Wash Post,90,452 RV,12,Bloomberg,NA
ABC News/Wash Post,90,452 RV,12,Buttigieg,9
ABC News/Wash Post,90,452 RV,12,Klobuchar,2
ABC News/Wash Post,90,452 RV,12,Yang,2
ABC News/Wash Post,90,452 RV,12,Steyer,1
ABC News/Wash Post,90,452 RV,12,Gabbard,2
ABC News/Wash Post,90,452 RV,12,Bennet,1
ABC News/Wash Post,90,452 RV,12,Patrick,NA
FOX News,90,471 RV,12,Biden,31
FOX News,90,471 RV,12,Sanders,19
FOX News,90,471 RV,12,Warren,21
FOX News,90,471 RV,12,Bloomberg,NA
FOX News,90,471 RV,12,Buttigieg,7
FOX News,90,471 RV,12,Klobuchar,2
FOX News,90,471 RV,12,Yang,3
FOX News,90,471 RV,12,Steyer,1
FOX News,90,471 RV,12,Gabbard,2
FOX News,90,471 RV,12,Bennet,0
FOX News,90,471 RV,12,Patrick,NA
Harvard-Harris,91,RV,13,Biden,33
Harvard-Harris,91,RV,13,Sanders,18
Harvard-Harris,91,RV,13,Warren,15
Harvard-Harris,91,RV,13,Bloomberg,NA
Harvard-Harris,91,RV,13,Buttigieg,4
Harvard-Harris,91,RV,13,Klobuchar,3
Harvard-Harris,91,RV,13,Yang,2
Harvard-Harris,91,RV,13,Steyer,1
Harvard-Harris,91,RV,13,Gabbard,0
Harvard-Harris,91,RV,13,Bennet,NA
Harvard-Harris,91,RV,13,Patrick,NA
IBD/TIPP,91,361 RV,13,Biden,29
IBD/TIPP,91,361 RV,13,Sanders,13
IBD/TIPP,91,361 RV,13,Warren,23
IBD/TIPP,91,361 RV,13,Bloomberg,NA
IBD/TIPP,91,361 RV,13,Buttigieg,7
IBD/TIPP,91,361 RV,13,Klobuchar,3
IBD/TIPP,91,361 RV,13,Yang,3
IBD/TIPP,91,361 RV,13,Steyer,1
IBD/TIPP,91,361 RV,13,Gabbard,0
IBD/TIPP,91,361 RV,13,Bennet,0
IBD/TIPP,91,361 RV,13,Patrick,NA
The Hill/HarrisX,93,429 RV,13,Biden,26
The Hill/HarrisX,93,429 RV,13,Sanders,14
The Hill/HarrisX,93,429 RV,13,Warren,15
The Hill/HarrisX,93,429 RV,13,Bloomberg,NA
The Hill/HarrisX,93,429 RV,13,Buttigieg,6
The Hill/HarrisX,93,429 RV,13,Klobuchar,3
The Hill/HarrisX,93,429 RV,13,Yang,1
The Hill/HarrisX,93,429 RV,13,Steyer,1
The Hill/HarrisX,93,429 RV,13,Gabbard,1
The Hill/HarrisX,93,429 RV,13,Bennet,1
The Hill/HarrisX,93,429 RV,13,Patrick,NA
Monmouth,94,RV,13,Biden,23
Monmouth,94,RV,13,Sanders,20
Monmouth,94,RV,13,Warren,23
Monmouth,94,RV,13,Bloomberg,NA
Monmouth,94,RV,13,Buttigieg,9
Monmouth,94,RV,13,Klobuchar,2
Monmouth,94,RV,13,Yang,3
Monmouth,94,RV,13,Steyer,1
Monmouth,94,RV,13,Gabbard,0
Monmouth,94,RV,13,Bennet,0
Monmouth,94,RV,13,Patrick,NA
Politico/Morning Consult,94,16071 RV,13,Biden,32
Politico/Morning Consult,94,16071 RV,13,Sanders,20
Politico/Morning Consult,94,16071 RV,13,Warren,20
Politico/Morning Consult,94,16071 RV,13,Bloomberg,NA
Politico/Morning Consult,94,16071 RV,13,Buttigieg,7
Politico/Morning Consult,94,16071 RV,13,Klobuchar,2
Politico/Morning Consult,94,16071 RV,13,Yang,3
Politico/Morning Consult,94,16071 RV,13,Steyer,1
Politico/Morning Consult,94,16071 RV,13,Gabbard,2
Politico/Morning Consult,94,16071 RV,13,Bennet,1
Politico/Morning Consult,94,16071 RV,13,Patrick,NA
LA Times/USC,94,2599 LV,13,Biden,28
LA Times/USC,94,2599 LV,13,Sanders,13
LA Times/USC,94,2599 LV,13,Warren,16
LA Times/USC,94,2599 LV,13,Bloomberg,NA
LA Times/USC,94,2599 LV,13,Buttigieg,6
LA Times/USC,94,2599 LV,13,Klobuchar,2
LA Times/USC,94,2599 LV,13,Yang,2
LA Times/USC,94,2599 LV,13,Steyer,1
LA Times/USC,94,2599 LV,13,Gabbard,1
LA Times/USC,94,2599 LV,13,Bennet,0
LA Times/USC,94,2599 LV,13,Patrick,NA
Economist/YouGov,96,1201 RV,13,Biden,26
Economist/YouGov,96,1201 RV,13,Sanders,14
Economist/YouGov,96,1201 RV,13,Warren,25
Economist/YouGov,96,1201 RV,13,Bloomberg,NA
Economist/YouGov,96,1201 RV,13,Buttigieg,8
Economist/YouGov,96,1201 RV,13,Klobuchar,2
Economist/YouGov,96,1201 RV,13,Yang,1
Economist/YouGov,96,1201 RV,13,Steyer,1
Economist/YouGov,96,1201 RV,13,Gabbard,3
Economist/YouGov,96,1201 RV,13,Bennet,0
Economist/YouGov,96,1201 RV,13,Patrick,NA
Politico/Morning Consult,101,16400 RV,14,Biden,32
Politico/Morning Consult,101,16400 RV,14,Sanders,20
Politico/Morning Consult,101,16400 RV,14,Warren,19
Politico/Morning Consult,101,16400 RV,14,Bloomberg,2
Politico/Morning Consult,101,16400 RV,14,Buttigieg,8
Politico/Morning Consult,101,16400 RV,14,Klobuchar,2
Politico/Morning Consult,101,16400 RV,14,Yang,3
Politico/Morning Consult,101,16400 RV,14,Steyer,1
Politico/Morning Consult,101,16400 RV,14,Gabbard,1
Politico/Morning Consult,101,16400 RV,14,Bennet,1
Politico/Morning Consult,101,16400 RV,14,Patrick,NA
Economist/YouGov,103,600 LV,14,Biden,23
Economist/YouGov,103,600 LV,14,Sanders,17
Economist/YouGov,103,600 LV,14,Warren,26
Economist/YouGov,103,600 LV,14,Bloomberg,NA
Economist/YouGov,103,600 LV,14,Buttigieg,9
Economist/YouGov,103,600 LV,14,Klobuchar,2
Economist/YouGov,103,600 LV,14,Yang,4
Economist/YouGov,103,600 LV,14,Steyer,1
Economist/YouGov,103,600 LV,14,Gabbard,2
Economist/YouGov,103,600 LV,14,Bennet,0
Economist/YouGov,103,600 LV,14,Patrick,NA
The Hill/HarrisX,108,449 RV,15,Biden,30
The Hill/HarrisX,108,449 RV,15,Sanders,18
The Hill/HarrisX,108,449 RV,15,Warren,15
The Hill/HarrisX,108,449 RV,15,Bloomberg,3
The Hill/HarrisX,108,449 RV,15,Buttigieg,7
The Hill/HarrisX,108,449 RV,15,Klobuchar,1
The Hill/HarrisX,108,449 RV,15,Yang,2
The Hill/HarrisX,108,449 RV,15,Steyer,1
The Hill/HarrisX,108,449 RV,15,Gabbard,1
The Hill/HarrisX,108,449 RV,15,Bennet,1
The Hill/HarrisX,108,449 RV,15,Patrick,NA
Politico/Morning Consult,108,17050 RV,15,Biden,32
Politico/Morning Consult,108,17050 RV,15,Sanders,20
Politico/Morning Consult,108,17050 RV,15,Warren,17
Politico/Morning Consult,108,17050 RV,15,Bloomberg,3
Politico/Morning Consult,108,17050 RV,15,Buttigieg,8
Politico/Morning Consult,108,17050 RV,15,Klobuchar,2
Politico/Morning Consult,108,17050 RV,15,Yang,3
Politico/Morning Consult,108,17050 RV,15,Steyer,1
Politico/Morning Consult,108,17050 RV,15,Gabbard,2
Politico/Morning Consult,108,17050 RV,15,Bennet,1
Politico/Morning Consult,108,17050 RV,15,Patrick,NA
Economist/YouGov,110,586 RV,15,Biden,30
Economist/YouGov,110,586 RV,15,Sanders,12
Economist/YouGov,110,586 RV,15,Warren,22
Economist/YouGov,110,586 RV,15,Bloomberg,NA
Economist/YouGov,110,586 RV,15,Buttigieg,9
Economist/YouGov,110,586 RV,15,Klobuchar,2
Economist/YouGov,110,586 RV,15,Yang,2
Economist/YouGov,110,586 RV,15,Steyer,1
Economist/YouGov,110,586 RV,15,Gabbard,3
Economist/YouGov,110,586 RV,15,Bennet,1
Economist/YouGov,110,586 RV,15,Patrick,NA
Emerson,111,468 RV,15,Biden,27
Emerson,111,468 RV,15,Sanders,27
Emerson,111,468 RV,15,Warren,20
Emerson,111,468 RV,15,Bloomberg,1
Emerson,111,468 RV,15,Buttigieg,7
Emerson,111,468 RV,15,Klobuchar,1
Emerson,111,468 RV,15,Yang,4
Emerson,111,468 RV,15,Steyer,2
Emerson,111,468 RV,15,Gabbard,2
Emerson,111,468 RV,15,Bennet,0
Emerson,111,468 RV,15,Patrick,NA
SurveyUSA,112,1088 LV,16,Biden,30
SurveyUSA,112,1088 LV,16,Sanders,17
SurveyUSA,112,1088 LV,16,Warren,15
SurveyUSA,112,1088 LV,16,Bloomberg,3
SurveyUSA,112,1088 LV,16,Buttigieg,11
SurveyUSA,112,1088 LV,16,Klobuchar,2
SurveyUSA,112,1088 LV,16,Yang,4
SurveyUSA,112,1088 LV,16,Steyer,2
SurveyUSA,112,1088 LV,16,Gabbard,1
SurveyUSA,112,1088 LV,16,Bennet,NA
SurveyUSA,112,1088 LV,16,Patrick,1
CNN,115,431 RV,16,Biden,28
CNN,115,431 RV,16,Sanders,17
CNN,115,431 RV,16,Warren,14
CNN,115,431 RV,16,Bloomberg,3
CNN,115,431 RV,16,Buttigieg,11
CNN,115,431 RV,16,Klobuchar,2
CNN,115,431 RV,16,Yang,3
CNN,115,431 RV,16,Steyer,3
CNN,115,431 RV,16,Gabbard,0
CNN,115,431 RV,16,Bennet,0
CNN,115,431 RV,16,Patrick,0
Politico/Morning Consult,115,8102 RV,16,Biden,30
Politico/Morning Consult,115,8102 RV,16,Sanders,21
Politico/Morning Consult,115,8102 RV,16,Warren,15
Politico/Morning Consult,115,8102 RV,16,Bloomberg,2
Politico/Morning Consult,115,8102 RV,16,Buttigieg,9
Politico/Morning Consult,115,8102 RV,16,Klobuchar,2
Politico/Morning Consult,115,8102 RV,16,Yang,4
Politico/Morning Consult,115,8102 RV,16,Steyer,2
Politico/Morning Consult,115,8102 RV,16,Gabbard,2
Politico/Morning Consult,115,8102 RV,16,Bennet,1
Politico/Morning Consult,115,8102 RV,16,Patrick,0
Quinnipiac,116,1355 RV,16,Biden,24
Quinnipiac,116,1355 RV,16,Sanders,13
Quinnipiac,116,1355 RV,16,Warren,14
Quinnipiac,116,1355 RV,16,Bloomberg,3
Quinnipiac,116,1355 RV,16,Buttigieg,16
Quinnipiac,116,1355 RV,16,Klobuchar,3
Quinnipiac,116,1355 RV,16,Yang,2
Quinnipiac,116,1355 RV,16,Steyer,0
Quinnipiac,116,1355 RV,16,Gabbard,1
Quinnipiac,116,1355 RV,16,Bennet,2
Quinnipiac,116,1355 RV,16,Patrick,0
Economist/YouGov,117,550 RV,16,Biden,23
Economist/YouGov,117,550 RV,16,Sanders,15
Economist/YouGov,117,550 RV,16,Warren,17
Economist/YouGov,117,550 RV,16,Bloomberg,3
Economist/YouGov,117,550 RV,16,Buttigieg,12
Economist/YouGov,117,550 RV,16,Klobuchar,3
Economist/YouGov,117,550 RV,16,Yang,3
Economist/YouGov,117,550 RV,16,Steyer,1
Economist/YouGov,117,550 RV,16,Gabbard,2
Economist/YouGov,117,550 RV,16,Bennet,0
Economist/YouGov,117,550 RV,16,Patrick,1
Harvard-Harris,120,756 RV,17,Biden,29
Harvard-Harris,120,756 RV,17,Sanders,16
Harvard-Harris,120,756 RV,17,Warren,13
Harvard-Harris,120,756 RV,17,Bloomberg,7
Harvard-Harris,120,756 RV,17,Buttigieg,8
Harvard-Harris,120,756 RV,17,Klobuchar,2
Harvard-Harris,120,756 RV,17,Yang,3
Harvard-Harris,120,756 RV,17,Steyer,2
Harvard-Harris,120,756 RV,17,Gabbard,1
Harvard-Harris,120,756 RV,17,Bennet,NA
Harvard-Harris,120,756 RV,17,Patrick,NA
The Hill/HarrisX,122,437 RV,17,Biden,31
The Hill/HarrisX,122,437 RV,17,Sanders,15
The Hill/HarrisX,122,437 RV,17,Warren,10
The Hill/HarrisX,122,437 RV,17,Bloomberg,6
The Hill/HarrisX,122,437 RV,17,Buttigieg,9
The Hill/HarrisX,122,437 RV,17,Klobuchar,2
The Hill/HarrisX,122,437 RV,17,Yang,2
The Hill/HarrisX,122,437 RV,17,Steyer,2
The Hill/HarrisX,122,437 RV,17,Gabbard,0
The Hill/HarrisX,122,437 RV,17,Bennet,1
The Hill/HarrisX,122,437 RV,17,Patrick,1
Politico/Morning Consult,122,15773 RV,17,Biden,29
Politico/Morning Consult,122,15773 RV,17,Sanders,20
Politico/Morning Consult,122,15773 RV,17,Warren,15
Politico/Morning Consult,122,15773 RV,17,Bloomberg,5
Politico/Morning Consult,122,15773 RV,17,Buttigieg,9
Politico/Morning Consult,122,15773 RV,17,Klobuchar,2
Politico/Morning Consult,122,15773 RV,17,Yang,4
Politico/Morning Consult,122,15773 RV,17,Steyer,2
Politico/Morning Consult,122,15773 RV,17,Gabbard,2
Politico/Morning Consult,122,15773 RV,17,Bennet,1
Politico/Morning Consult,122,15773 RV,17,Patrick,0
Economist/YouGov,124,541 LV,17,Biden,27
Economist/YouGov,124,541 LV,17,Sanders,13
Economist/YouGov,124,541 LV,17,Warren,18
Economist/YouGov,124,541 LV,17,Bloomberg,3
Economist/YouGov,124,541 LV,17,Buttigieg,12
Economist/YouGov,124,541 LV,17,Klobuchar,3
Economist/YouGov,124,541 LV,17,Yang,2
Economist/YouGov,124,541 LV,17,Steyer,0
Economist/YouGov,124,541 LV,17,Gabbard,2
Economist/YouGov,124,541 LV,17,Bennet,1
Economist/YouGov,124,541 LV,17,Patrick,1
Monmouth,129,384 RV,18,Biden,26
Monmouth,129,384 RV,18,Sanders,21
Monmouth,129,384 RV,18,Warren,17
Monmouth,129,384 RV,18,Bloomberg,5
Monmouth,129,384 RV,18,Buttigieg,8
Monmouth,129,384 RV,18,Klobuchar,4
Monmouth,129,384 RV,18,Yang,3
Monmouth,129,384 RV,18,Steyer,1
Monmouth,129,384 RV,18,Gabbard,0
Monmouth,129,384 RV,18,Bennet,0
Monmouth,129,384 RV,18,Patrick,1
Politico/Morning Consult,129,15442 RV,18,Biden,30
Politico/Morning Consult,129,15442 RV,18,Sanders,22
Politico/Morning Consult,129,15442 RV,18,Warren,16
Politico/Morning Consult,129,15442 RV,18,Bloomberg,6
Politico/Morning Consult,129,15442 RV,18,Buttigieg,9
Politico/Morning Consult,129,15442 RV,18,Klobuchar,2
Politico/Morning Consult,129,15442 RV,18,Yang,4
Politico/Morning Consult,129,15442 RV,18,Steyer,3
Politico/Morning Consult,129,15442 RV,18,Gabbard,2
Politico/Morning Consult,129,15442 RV,18,Bennet,1
Politico/Morning Consult,129,15442 RV,18,Patrick,0
Quinnipiac,130,665 RV,18,Biden,29
Quinnipiac,130,665 RV,18,Sanders,17
Quinnipiac,130,665 RV,18,Warren,15
Quinnipiac,130,665 RV,18,Bloomberg,5
Quinnipiac,130,665 RV,18,Buttigieg,9
Quinnipiac,130,665 RV,18,Klobuchar,3
Quinnipiac,130,665 RV,18,Yang,4
Quinnipiac,130,665 RV,18,Steyer,1
Quinnipiac,130,665 RV,18,Gabbard,2
Quinnipiac,130,665 RV,18,Bennet,1
Quinnipiac,130,665 RV,18,Patrick,0
Economist/YouGov,131,497 LV,18,Biden,26
Economist/YouGov,131,497 LV,18,Sanders,16
Economist/YouGov,131,497 LV,18,Warren,21
Economist/YouGov,131,497 LV,18,Bloomberg,4
Economist/YouGov,131,497 LV,18,Buttigieg,11
Economist/YouGov,131,497 LV,18,Klobuchar,2
Economist/YouGov,131,497 LV,18,Yang,3
Economist/YouGov,131,497 LV,18,Steyer,1
Economist/YouGov,131,497 LV,18,Gabbard,3
Economist/YouGov,131,497 LV,18,Bennet,1
Economist/YouGov,131,497 LV,18,Patrick,0
NPR/PBS/Marist,132,704 RV,18,Biden,24
NPR/PBS/Marist,132,704 RV,18,Sanders,22
NPR/PBS/Marist,132,704 RV,18,Warren,17
NPR/PBS/Marist,132,704 RV,18,Bloomberg,4
NPR/PBS/Marist,132,704 RV,18,Buttigieg,13
NPR/PBS/Marist,132,704 RV,18,Klobuchar,4
NPR/PBS/Marist,132,704 RV,18,Yang,5
NPR/PBS/Marist,132,704 RV,18,Steyer,0
NPR/PBS/Marist,132,704 RV,18,Gabbard,1
NPR/PBS/Marist,132,704 RV,18,Bennet,1
NPR/PBS/Marist,132,704 RV,18,Patrick,0
FOX News,132,453 RV,18,Biden,30
FOX News,132,453 RV,18,Sanders,20
FOX News,132,453 RV,18,Warren,13
FOX News,132,453 RV,18,Bloomberg,5
FOX News,132,453 RV,18,Buttigieg,7
FOX News,132,453 RV,18,Klobuchar,5
FOX News,132,453 RV,18,Yang,3
FOX News,132,453 RV,18,Steyer,1
FOX News,132,453 RV,18,Gabbard,3
FOX News,132,453 RV,18,Bennet,1
FOX News,132,453 RV,18,Patrick,0
The Hill/HarrisX,135,456 RV,19,Biden,29
The Hill/HarrisX,135,456 RV,19,Sanders,13
The Hill/HarrisX,135,456 RV,19,Warren,13
The Hill/HarrisX,135,456 RV,19,Bloomberg,5
The Hill/HarrisX,135,456 RV,19,Buttigieg,5
The Hill/HarrisX,135,456 RV,19,Klobuchar,3
The Hill/HarrisX,135,456 RV,19,Yang,3
The Hill/HarrisX,135,456 RV,19,Steyer,3
The Hill/HarrisX,135,456 RV,19,Gabbard,1
The Hill/HarrisX,135,456 RV,19,Bennet,1
The Hill/HarrisX,135,456 RV,19,Patrick,2
USA Today/Suffolk,135,384 LV,19,Biden,23
USA Today/Suffolk,135,384 LV,19,Sanders,14
USA Today/Suffolk,135,384 LV,19,Warren,13
USA Today/Suffolk,135,384 LV,19,Bloomberg,6
USA Today/Suffolk,135,384 LV,19,Buttigieg,8
USA Today/Suffolk,135,384 LV,19,Klobuchar,3
USA Today/Suffolk,135,384 LV,19,Yang,2
USA Today/Suffolk,135,384 LV,19,Steyer,1
USA Today/Suffolk,135,384 LV,19,Gabbard,1
USA Today/Suffolk,135,384 LV,19,Bennet,0
USA Today/Suffolk,135,384 LV,19,Patrick,NA
IBD/TIPP,135,312 RV,19,Biden,26
IBD/TIPP,135,312 RV,19,Sanders,18
IBD/TIPP,135,312 RV,19,Warren,14
IBD/TIPP,135,312 RV,19,Bloomberg,5
IBD/TIPP,135,312 RV,19,Buttigieg,9
